Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1114986821,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1114986832,000000FD,false,Rx,1,8,90,E0,3F,80,2D,2D,00,00,
1115012281,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115012292,00000101,false,Rx,1,8,5A,00,81,F8,81,0C,40,00,
1115012540,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115012551,1B00000E,true,Rx,1,8,0E,00,44,07,01,00,0E,00,
1115012828,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115012839,000003BE,false,Rx,1,8,00,30,E7,01,88,80,0C,00,
1115013116,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115013127,00000040,false,Rx,1,8,80,8C,00,00,80,00,00,00,
1115013407,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115013418,00000324,false,Rx,1,8,06,0A,00,00,00,00,00,00,
1115013692,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115013704,0000030B,false,Rx,1,8,10,04,00,7B,08,00,7C,01,
1115013990,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115014001,0000031B,false,Rx,1,8,B6,04,2A,44,00,38,14,00,
1115014268,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115014279,00000551,false,Rx,1,8,E1,22,E4,DA,00,00,00,00,
1115039710,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115039721,0000012B,false,Rx,1,8,55,15,80,10,00,00,00,00,
1115039994,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115040005,000003C0,false,Rx,1,4,35,0F,03,00,00,00,00,00,
1115040282,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115040293,00000658,false,Rx,1,8,7E,01,04,00,00,00,00,00,
1115040570,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115040581,00000107,false,Rx,1,8,18,00,FE,0E,84,10,69,C1,
1115040869,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115040881,000003B5,false,Rx,1,8,86,FE,00,0B,18,7D,18,00,
1115041146,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115041157,000000FD,false,Rx,1,8,DB,E2,3F,80,27,2D,00,00,
1115041435,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115041446,00000101,false,Rx,1,8,66,02,80,F8,81,0C,40,00,
1115041722,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115041734,00000040,false,Rx,1,8,E4,8D,00,00,80,00,00,00,
1115066804,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115066815,00000520,false,Rx,1,8,77,0B,00,0C,00,AF,02,00,
1115067066,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115067077,00000107,false,Rx,1,8,18,00,FE,0C,84,10,7B,C1,
1115067354,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115067366,0000030B,false,Rx,1,8,10,05,00,7B,08,00,7C,01,
1115067642,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115067653,16A95497,true,Rx,1,8,00,E0,9D,00,00,00,00,00,
1115067933,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115067944,0000012B,false,Rx,1,8,4C,16,80,10,00,00,00,00,
1115068219,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115068230,00000663,false,Rx,1,8,60,28,20,0E,28,9B,17,00,
1115068506,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115068517,0000048B,false,Rx,1,8,00,00,00,00,00,80,03,00,
1115068794,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115068805,00000658,false,Rx,1,8,3E,02,04,00,00,00,00,00,
1115094224,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115094235,0000012B,false,Rx,1,8,69,17,80,10,00,00,00,00,
1115094499,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115094509,000003C7,false,Rx,1,8,FD,10,28,00,00,30,80,00,
1115094787,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115094799,0000032A,false,Rx,1,8,0B,01,00,00,00,02,00,00,
1115095075,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115095086,0000031E,false,Rx,1,8,B7,EE,3F,00,00,00,00,00,
1115095363,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115095374,00000107,false,Rx,1,8,14,00,FE,09,84,10,9C,C1,
1115095652,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115095663,00000366,false,Rx,1,8,00,00,00,00,00,00,00,00,
1115095939,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115095950,000000FD,false,Rx,1,8,C5,E5,3F,80,1C,2D,00,00,
1115096236,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115096248,0000031B,false,Rx,1,8,DE,06,18,44,00,CE,14,00,
1115121653,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115121664,00000107,false,Rx,1,8,14,00,FE,07,04,10,AC,C1,
1115121893,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115121904,0000064E,false,Rx,1,8,00,00,00,00,00,00,00,00,
1115122181,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115122192,0000012B,false,Rx,1,8,BC,18,80,10,00,00,00,00,
1115122480,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115122490,000003E5,false,Rx,1,8,A3,14,00,00,00,00,00,00,
1115122759,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115122770,000003D5,false,Rx,1,8,8D,04,00,00,00,00,00,00,
1115123045,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115123056,000000FD,false,Rx,1,8,D7,E6,3F,80,1C,2D,00,00,
1115123334,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115123345,00000101,false,Rx,1,8,4C,06,7F,F8,81,0C,40,00,
1115123621,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115123632,00000107,false,Rx,1,8,14,00,FE,05,04,10,BB,C1,
1115149081,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115149092,000003B5,false,Rx,1,8,86,FE,00,0B,18,7D,18,00,
1115149350,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115149361,1B000046,true,Rx,1,8,46,00,04,01,01,00,00,00,
1115149628,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115149639,000005E9,false,Rx,1,8,00,7F,12,00,00,00,00,00,
1115149916,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115149927,000000FD,false,Rx,1,8,ED,E7,3F,80,1C,2D,00,00,
1115150204,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115150215,00000668,false,Rx,1,8,02,00,00,43,00,00,6E,29,
1115150492,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115150504,00000101,false,Rx,1,8,99,07,7F,F8,81,00,40,00,
1115150780,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115150791,00000394,false,Rx,1,8,6E,4C,00,07,00,00,00,00,
1115151068,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115151079,000005A0,false,Rx,1,5,6F,FD,83,20,78,00,00,00,
1115176267,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115176278,000003CE,false,Rx,1,8,02,00,0E,00,00,00,60,00,
1115176506,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115176517,000003CF,false,Rx,1,8,02,00,0E,00,00,00,60,01,
1115176794,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115176805,0000030C,false,Rx,1,8,2B,FD,3F,0C,A0,30,00,40,
1115177082,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115177093,16A95497,true,Rx,1,8,00,60,9E,00,00,00,00,00,
1115177373,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115177384,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1115177658,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115177669,000003DC,false,Rx,1,8,E0,00,A8,2F,00,08,00,00,
1115177946,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115177957,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1115178234,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115178245,000003EA,false,Rx,1,8,00,00,00,10,06,81,1F,7B,
1115204024,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115204035,0000032A,false,Rx,1,8,C3,03,00,00,00,02,00,00,
1115204262,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115204273,1B000073,true,Rx,1,8,73,00,04,01,01,00,11,00,
1115204549,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115204560,0000031E,false,Rx,1,8,CD,E0,3F,00,00,00,00,00,
1115204837,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115204849,00000107,false,Rx,1,8,10,00,FE,F0,03,10,EA,C1,
1115205125,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115205136,1B000014,true,Rx,1,8,14,00,04,01,01,00,00,00,
1115205413,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115205424,17332610,true,Rx,1,3,39,8E,10,00,00,00,00,00,
1115205701,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115205713,1B00000C,true,Rx,1,8,0C,00,04,01,01,00,04,00,
1115205998,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115206009,000003E5,false,Rx,1,8,E2,15,00,00,00,00,00,00,
1115231037,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115231048,000003D5,false,Rx,1,8,06,05,00,00,00,00,00,00,
1115231299,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115231309,000000FD,false,Rx,1,8,F5,EB,3F,80,16,2D,00,00,
1115231598,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115231608,00000101,false,Rx,1,8,6B,0B,81,F7,81,00,40,00,
1115231875,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115231886,000003DC,false,Rx,1,8,E0,00,E4,2E,00,08,00,00,
1115232165,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115232176,17332710,true,Rx,1,3,39,CF,00,00,00,00,00,00,
1115232452,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115232463,0000030C,false,Rx,1,8,87,FE,3F,0C,A0,30,00,40,
1115232739,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115232749,00000551,false,Rx,1,8,E1,22,E4,DA,00,00,00,00,
1115233027,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115233037,00000324,false,Rx,1,8,B9,0E,00,00,00,00,00,00,
1115258024,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115258035,17330F10,true,Rx,1,8,A0,12,43,D9,3C,00,00,FF,
1115258298,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115258309,000003DA,false,Rx,1,8,22,00,00,0B,2D,34,00,00,
1115258586,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115258598,17332810,true,Rx,1,5,3A,33,02,76,00,00,00,00,
1115258874,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115258885,000005F0,false,Rx,1,8,FD,00,64,00,00,7E,00,00,
1115259162,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115259173,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1115259451,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115259462,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1115259748,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115259759,000003D6,false,Rx,1,8,01,00,00,00,00,00,20,00,
1115260026,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115260037,00000107,false,Rx,1,8,10,00,FE,DA,83,10,28,C2,
1115285196,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115285206,16A95497,true,Rx,1,8,00,E0,9E,00,00,00,00,00,
1115285477,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115285488,17331B10,true,Rx,1,4,36,D2,01,01,00,00,00,00,
1115285766,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115285777,000000FD,false,Rx,1,8,28,EE,3F,80,11,2D,00,00,
1115286053,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115286064,00000101,false,Rx,1,8,E4,0E,81,F6,81,00,40,00,
1115286343,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115286354,00000658,false,Rx,1,8,91,06,04,00,00,00,00,00,
1115286639,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115286650,0000030C,false,Rx,1,8,E3,FF,3F,0C,A0,30,00,40,
1115286917,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115286928,000003C7,false,Rx,1,8,FD,10,28,00,00,30,80,00,
1115287205,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115287216,00000116,false,Rx,1,8,AC,0F,92,A4,82,75,D9,FF,
1115312281,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115312292,000003BE,false,Rx,1,8,00,30,E7,01,88,80,0C,00,
1115312558,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115312569,00000040,false,Rx,1,8,A6,82,00,00,80,00,00,00,
1115312837,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115312849,0000030B,false,Rx,1,8,10,0A,00,7A,08,00,7B,01,
1115313125,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115313136,00000324,false,Rx,1,8,DD,0F,00,00,00,00,00,00,
1115313413,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115313434,0000031B,false,Rx,1,8,C1,0A,F6,43,00,FA,15,00,
1115313701,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115313713,00000107,false,Rx,1,8,0D,00,FE,CE,83,10,47,C2,
1115313989,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115314000,000003E5,false,Rx,1,8,EB,16,00,00,00,00,00,00,
1115314277,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115314288,0000012B,false,Rx,1,8,75,1F,80,10,00,00,00,00,
1115339710,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115339721,000003C0,false,Rx,1,4,31,02,03,00,00,00,00,00,
1115339996,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115340007,00000658,false,Rx,1,8,64,07,04,00,00,00,00,00,
1115340285,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115340295,00000107,false,Rx,1,8,0D,00,FE,C7,83,10,56,C2,
1115340572,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115340583,000003B5,false,Rx,1,8,86,FE,00,0C,18,7D,18,00,
1115340863,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115340875,1B000046,true,Rx,1,8,46,00,04,01,01,00,00,00,
1115341148,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115341159,000005E9,false,Rx,1,8,00,85,12,00,00,00,00,00,
1115341438,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115341448,17F00046,true,Rx,1,8,20,46,00,00,00,00,00,80,
1115341724,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115341736,1B000010,true,Rx,1,8,10,00,04,01,29,04,00,00,
1115366796,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115366806,00000040,false,Rx,1,8,C2,83,00,00,80,00,00,00,
1115367068,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115367079,00000107,false,Rx,1,8,0D,00,FE,C0,83,10,66,C2,
1115367356,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115367368,0000030B,false,Rx,1,8,10,0B,00,7A,08,00,7B,01,
1115367644,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115367655,0000012B,false,Rx,1,8,FE,10,80,10,00,00,00,00,
1115367932,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115367943,00000663,false,Rx,1,8,60,28,20,0E,29,9B,17,00,
1115368231,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115368242,0000048B,false,Rx,1,8,00,00,00,00,00,80,03,00,
1115368508,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115368519,000000FD,false,Rx,1,8,74,E2,3F,80,00,2D,00,00,
1115368796,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115368807,00000658,false,Rx,1,8,E5,08,04,00,00,00,00,00,
1115394224,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115394235,16A95497,true,Rx,1,8,00,40,9F,00,00,00,00,00,
1115394472,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115394483,0000012B,false,Rx,1,8,8C,11,80,10,00,00,00,00,
1115394751,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115394761,000003C7,false,Rx,1,8,14,10,28,00,00,30,80,00,
1115395038,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115395050,000003EA,false,Rx,1,8,00,00,00,10,46,81,1F,7B,
1115395329,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115395340,0000032A,false,Rx,1,8,7C,07,00,00,00,02,00,00,
1115395614,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115395625,17332310,true,Rx,1,3,38,C4,0A,00,00,00,00,00,
1115395904,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115395914,17332210,true,Rx,1,3,38,84,0A,00,00,00,00,00,
1115396190,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115396201,0000031B,false,Rx,1,8,B6,0C,DE,43,00,90,16,00,
1115420802,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115420813,000006B4,false,Rx,1,8,02,5A,31,39,30,36,39,36,
1115421029,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115421040,00000107,false,Rx,1,8,0B,00,FE,AE,03,11,94,C2,
1115421306,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115421317,0000012B,false,Rx,1,8,28,12,80,10,00,00,00,00,
1115421594,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115421605,17330F10,true,Rx,1,8,43,D5,42,00,00,FF,FF,00,
1115421882,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115421893,000003E5,false,Rx,1,8,F7,17,00,00,00,00,00,00,
1115422170,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115422181,000003D5,false,Rx,1,8,82,07,00,00,00,00,00,00,
1115422458,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115422469,000000FD,false,Rx,1,8,84,E5,3F,80,F5,2C,00,00,
1115422747,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115422758,00000107,false,Rx,1,8,0B,00,FE,A9,03,11,A4,C2,
1115448576,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115448587,000003B5,false,Rx,1,8,86,FE,00,0D,18,7D,18,00,
1115448870,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115448882,000000FD,false,Rx,1,8,96,E6,3F,80,F5,2C,00,00,
1115449148,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115449159,00000101,false,Rx,1,8,2F,06,81,F3,81,0C,40,00,
1115449438,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115449448,0000032A,false,Rx,1,8,3E,08,00,00,00,02,00,00,
1115449727,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115449739,0000031E,false,Rx,1,8,2D,E5,3F,00,00,00,00,00,
1115450013,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115450023,0000012B,false,Rx,1,8,70,13,80,10,00,00,00,00,
1115450300,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115450311,17333410,true,Rx,1,3,3D,0F,03,00,00,00,00,00,
1115450590,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115450600,000003CF,false,Rx,1,8,02,00,0E,00,00,00,60,01,
1115475567,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115475578,000003CE,false,Rx,1,8,02,00,0E,00,00,00,60,00,
1115475845,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115475856,00000583,false,Rx,1,8,00,10,05,00,00,00,54,00,
1115476134,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115476145,0000030C,false,Rx,1,8,69,F2,3F,0C,A0,30,00,40,
1115476421,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115476432,17330F10,true,Rx,1,8,43,FE,42,00,00,03,80,00,
1115476719,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115476729,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1115476998,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115477009,000003DC,false,Rx,1,8,E0,00,26,2B,00,08,00,00,
1115477285,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115477296,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1115477573,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115477584,0000032A,false,Rx,1,8,5A,09,00,00,00,02,00,00,
1115503009,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115503020,0000031E,false,Rx,1,8,AA,E6,3F,00,00,00,00,00,
1115503292,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115503304,00000107,false,Rx,1,8,09,00,FE,96,03,11,D2,C2,
1115503590,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115503601,16A95497,true,Rx,1,8,00,A0,9F,00,00,00,00,00,
1115503868,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115503879,000000FD,false,Rx,1,8,91,E9,3F,80,E9,2C,00,00,
1115504159,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115504171,00000101,false,Rx,1,8,E6,09,80,F7,81,0C,40,00,
1115504444,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115504455,00000116,false,Rx,1,8,9F,09,BD,55,87,89,29,FF,
1115504732,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115504743,000003BE,false,Rx,1,8,00,30,E7,01,88,80,0C,00,
1115505022,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115505032,00000107,false,Rx,1,8,09,00,FE,8F,03,11,E0,C2,
1115530424,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115530436,000003E5,false,Rx,1,8,5A,18,00,00,00,00,00,00,
1115530686,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115530697,000003D5,false,Rx,1,8,87,08,00,00,00,00,00,00,
1115530974,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115530985,000000FD,false,Rx,1,8,DD,EA,3F,80,E9,2C,00,00,
1115531263,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115531273,00000101,false,Rx,1,8,26,0A,81,F9,81,00,40,00,
1115531551,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115531561,000003DC,false,Rx,1,8,E0,00,54,2A,00,08,00,00,
1115531838,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115531850,0000030C,false,Rx,1,8,0D,F3,3F,0C,A0,30,00,40,
1115532126,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115532137,000003C0,false,Rx,1,4,FE,04,03,00,00,00,00,00,
1115532415,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115532425,0000031E,false,Rx,1,8,AC,E7,3F,00,00,00,00,00,
1115557510,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115557521,00000324,false,Rx,1,8,33,03,00,00,00,00,00,00,
1115557759,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115557769,000005F2,false,Rx,1,2,FD,00,00,00,00,00,00,00,
1115558047,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115558057,000003DA,false,Rx,1,8,22,00,00,E4,2C,34,00,00,
1115558336,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115558346,000003D6,false,Rx,1,8,04,00,00,00,00,00,20,00,
1115558635,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115558645,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1115558911,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115558921,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1115559200,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115559210,1B000010,true,Rx,1,8,10,00,04,01,29,04,00,00,
1115559486,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115559497,00000107,false,Rx,1,8,09,00,FE,81,83,11,0A,C3,
1115584424,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115584436,000000FD,false,Rx,1,8,5E,ED,3F,80,E4,2C,00,00,
1115584709,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115584719,00000101,false,Rx,1,8,D0,0D,81,F8,81,0C,40,00,
1115584998,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115585009,00000658,false,Rx,1,8,EC,0C,04,00,00,00,00,00,
1115585285,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115585296,0000030C,false,Rx,1,8,1E,F4,3F,0C,A0,30,00,40,
1115585573,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115585584,000003C7,false,Rx,1,8,14,10,28,00,00,30,80,00,
1115585862,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115585873,000003EA,false,Rx,1,8,00,00,00,10,C6,82,1F,7B,
1115586158,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115586169,0000032A,false,Rx,1,8,92,0B,00,00,00,02,00,00,
1115586438,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115586450,000000FD,false,Rx,1,8,6B,EE,3F,80,DE,2C,00,00,
1115611853,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115611864,00000101,false,Rx,1,8,60,0E,7F,F7,81,0C,40,00,
1115612129,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115612139,1B00000E,true,Rx,1,8,0E,00,44,07,01,00,0E,00,
1115612418,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115612428,000003BE,false,Rx,1,8,00,30,E7,01,88,80,0C,00,
1115612714,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115612725,00000040,false,Rx,1,8,3F,88,00,00,80,00,00,00,
1115612995,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115613006,00000324,false,Rx,1,8,20,04,00,00,00,00,00,00,
1115613282,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115613292,0000030B,false,Rx,1,8,10,00,00,7A,08,00,7A,01,
1115613569,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1115613579,16A95497,true,Rx,1,8,00,00,A0,00,00,00,00,00,
