Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1112583282,00000101,false,Rx,1,8,3A,07,7F,0D,82,18,40,00,
1112583548,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112583559,00000658,false,Rx,1,8,84,00,04,00,00,00,00,00,
1112583836,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112583847,000003C7,false,Rx,1,8,14,10,28,00,00,30,80,00,
1112584124,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112584136,00000107,false,Rx,1,8,56,00,FE,BC,04,53,E0,93,
1112609547,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112609558,1B000014,true,Rx,1,8,14,00,04,01,01,00,00,00,
1112609790,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112609801,0000012B,false,Rx,1,8,F0,14,80,10,00,00,00,00,
1112610079,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112610089,1B00000C,true,Rx,1,8,0C,00,04,01,01,00,04,00,
1112610368,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112610378,000000FD,false,Rx,1,8,CD,E8,3F,80,BA,2B,00,00,
1112610657,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112610668,00000101,false,Rx,1,8,8C,08,7E,0E,82,0C,40,00,
1112610943,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112610953,1B00000E,true,Rx,1,8,0E,00,44,07,01,00,0E,00,
1112611231,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112611241,000003BE,false,Rx,1,8,00,30,E7,01,88,80,0C,00,
1112611519,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112611529,00000551,false,Rx,1,8,E1,22,E4,DA,00,00,00,00,
1112636967,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112636978,0000012B,false,Rx,1,8,55,15,80,10,00,00,00,00,
1112637210,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112637221,000003C0,false,Rx,1,4,0E,07,03,00,00,00,00,00,
1112637498,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112637509,00000658,false,Rx,1,8,7E,01,04,00,00,00,00,00,
1112637786,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112637798,00000107,false,Rx,1,8,56,00,FE,BC,04,58,A9,94,
1112638074,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112638085,16A95497,true,Rx,1,8,00,40,94,00,00,00,00,00,
1112638362,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112638373,000003B5,false,Rx,1,8,86,FE,00,08,18,7D,18,00,
1112638651,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112638662,000000FD,false,Rx,1,8,2B,EA,3F,80,C5,2B,00,00,
1112638938,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112638959,000005F0,false,Rx,1,8,FD,00,64,00,00,7E,00,00,
1112664059,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112664070,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112664282,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112664293,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112664570,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112664581,000003D6,false,Rx,1,8,07,00,00,00,00,00,20,00,
1112664858,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112664880,000005E1,false,Rx,1,8,A5,00,00,00,00,00,00,00,
1112665149,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112665160,00000040,false,Rx,1,8,E4,8D,00,00,80,00,00,00,
1112665436,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112665446,00000520,false,Rx,1,8,C8,0F,00,0C,00,AF,02,00,
1112665722,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112665734,00000107,false,Rx,1,8,56,00,FE,BC,04,59,0D,95,
1112666010,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112666021,000000FD,false,Rx,1,8,EA,EC,3F,80,E1,2B,00,00,
1112691824,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112691835,00000101,false,Rx,1,8,8B,0C,81,16,82,0C,40,00,
1112692097,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112692107,00000394,false,Rx,1,8,A3,4B,00,05,00,00,00,00,
1112692395,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112692406,00000658,false,Rx,1,8,3E,02,04,00,00,00,00,00,
1112692673,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112692683,0000012B,false,Rx,1,8,69,17,80,10,00,00,00,00,
1112692961,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112692971,00000640,false,Rx,1,8,00,86,9E,C0,7F,20,04,14,
1112693250,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112693261,00000641,false,Rx,1,8,0A,19,1F,52,14,0C,51,42,
1112693537,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112693547,000003C7,false,Rx,1,8,FD,10,28,00,00,30,80,00,
1112693825,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112693835,00000040,false,Rx,1,8,48,8E,00,00,80,00,00,00,
1112719253,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112719264,0000030B,false,Rx,1,8,10,06,00,76,08,00,71,01,
1112719519,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112719529,0000030C,false,Rx,1,8,1E,F4,3F,0C,A0,30,00,40,
1112719807,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112719818,0000031B,false,Rx,1,8,D9,06,46,42,00,C3,16,00,
1112720094,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112720105,00000107,false,Rx,1,8,6F,00,FE,BC,04,5B,54,96,
1112720385,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112720396,0000012B,false,Rx,1,8,BC,18,80,10,00,00,00,00,
1112720671,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112720682,000003E5,false,Rx,1,8,57,1C,00,00,00,00,00,00,
1112720959,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112720969,000003D5,false,Rx,1,8,1A,0C,00,00,00,00,00,00,
1112721247,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112721257,00000107,false,Rx,1,8,6F,00,FE,BC,84,5B,C6,96,
1112746681,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112746692,000003B5,false,Rx,1,8,86,FE,00,08,18,7D,18,00,
1112746938,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112746949,1B000046,true,Rx,1,8,46,00,04,01,01,00,00,00,
1112747226,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112747237,000000FD,false,Rx,1,8,84,EF,3F,80,F8,2B,00,00,
1112747514,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112747525,000005E9,false,Rx,1,8,00,98,12,00,00,00,00,00,
1112747802,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112747813,00000101,false,Rx,1,8,0E,0F,81,18,82,0C,40,00,
1112748100,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112748112,00000668,false,Rx,1,8,02,00,00,43,00,00,6D,29,
1112748378,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112748399,0000032A,false,Rx,1,8,A7,02,00,00,00,02,00,00,
1112748666,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112748677,0000031B,false,Rx,1,8,0A,07,78,42,00,0C,17,00,
1112774123,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112774134,000005A0,false,Rx,1,5,72,FD,83,20,78,00,00,00,
1112774405,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112774416,000003CE,false,Rx,1,8,02,00,0E,00,00,00,60,00,
1112774702,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112774713,000003CF,false,Rx,1,8,02,00,0E,00,00,00,60,01,
1112774981,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112774991,0000030C,false,Rx,1,8,7A,F5,3F,0C,A0,30,00,40,
1112775282,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112775293,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1112775557,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112775568,000003DC,false,Rx,1,8,E0,00,36,39,00,08,00,00,
1112775845,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112775856,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1112776134,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112776145,000003C7,false,Rx,1,8,14,10,28,00,00,30,80,00,
1112801281,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112801292,00000642,false,Rx,1,8,BB,00,00,00,0C,18,0F,1E,
1112801564,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112801575,0000032A,false,Rx,1,8,C3,03,00,00,00,02,00,00,
1112801854,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112801864,17332910,true,Rx,1,3,3A,52,00,00,00,00,00,00,
1112802140,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112802161,000003EA,false,Rx,1,8,00,00,00,10,06,AA,B0,7B,
1112802428,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112802440,1B000073,true,Rx,1,8,73,00,04,01,01,00,11,00,
1112802716,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112802727,0000031E,false,Rx,1,8,CD,E0,3F,00,00,00,00,00,
1112803004,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112803015,00000107,false,Rx,1,8,7D,00,FE,BC,04,5C,23,98,
1112803292,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112803304,00000107,false,Rx,1,8,7D,00,FE,BC,84,5B,9D,98,
1112828281,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112828292,17330F10,true,Rx,1,8,90,12,43,D8,34,00,00,FF,
1112828549,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112828560,000003E5,false,Rx,1,8,63,1D,00,00,00,00,00,00,
1112828837,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112828849,000003D5,false,Rx,1,8,3E,0D,00,00,00,00,00,00,
1112829125,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112829136,000000FD,false,Rx,1,8,3B,E3,3F,80,19,2C,00,00,
1112829415,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112829426,00000101,false,Rx,1,8,AA,03,7F,1E,82,18,40,00,
1112829701,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112829713,000003DC,false,Rx,1,8,E0,00,18,39,00,08,00,00,
1112829998,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112830009,00000551,false,Rx,1,8,E1,22,E4,DA,00,00,00,00,
1112830277,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112830288,17330910,true,Rx,1,4,32,52,00,01,00,00,00,00,
1112855367,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112855378,0000031E,false,Rx,1,8,07,E1,3F,00,00,00,00,00,
1112855621,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112855632,00000324,false,Rx,1,8,E8,06,00,00,00,00,00,00,
1112855918,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112855929,000003DA,false,Rx,1,8,22,00,00,1F,2C,44,00,00,
1112856198,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112856209,000005F0,false,Rx,1,8,FD,00,64,00,00,7E,00,00,
1112856485,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112856496,000003D6,false,Rx,1,8,09,00,00,00,00,00,20,00,
1112856773,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112856784,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112857062,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112857073,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112857349,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112857360,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1112882804,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112882815,000003DC,false,Rx,1,8,E0,00,2C,39,00,08,00,00,
1112883068,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112883079,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1112883356,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112883368,00000107,false,Rx,1,8,7D,00,FE,BC,84,5B,0B,9A,
1112883644,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112883655,00000670,false,Rx,1,8,11,00,00,00,FE,00,00,80,
1112883935,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112883946,000000FD,false,Rx,1,8,B9,E6,3F,80,2A,2C,00,00,
1112884222,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112884232,00000101,false,Rx,1,8,3C,06,7E,21,82,25,40,00,
1112884508,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112884519,17330D10,true,Rx,1,4,33,57,02,00,00,00,00,00,
1112884796,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112884807,0000012B,false,Rx,1,8,5F,1E,80,10,00,00,00,00,
1112909887,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112909898,00000107,false,Rx,1,8,84,00,FE,BC,84,5B,88,9A,
1112910174,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112910185,000000FD,false,Rx,1,8,D4,E7,3F,80,30,2C,00,00,
1112910462,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112910473,00000101,false,Rx,1,8,58,07,7E,22,82,31,40,00,
1112910751,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112910761,00000116,false,Rx,1,8,D6,06,06,7A,F8,CF,43,FF,
1112911038,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112911050,000003BE,false,Rx,1,8,00,30,E6,01,88,80,0C,00,
1112911326,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112911347,00000040,false,Rx,1,8,A6,82,00,00,80,00,00,00,
1112911615,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112911625,0000030B,false,Rx,1,8,10,0A,00,76,08,00,74,01,
1112911904,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112911924,0000012B,false,Rx,1,8,75,1F,80,10,00,00,00,00,
1112937653,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112937664,17331310,true,Rx,1,3,34,D0,03,00,00,00,00,00,
1112937882,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112937893,17331210,true,Rx,1,5,34,90,20,A2,00,00,00,00,
1112938170,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112938181,000003C0,false,Rx,1,4,0A,0A,03,00,00,00,00,00,
1112938458,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112938480,00000658,false,Rx,1,8,64,07,04,00,00,00,00,00,
1112938749,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112938760,00000481,false,Rx,1,8,00,00,00,00,00,00,00,00,
1112939034,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112939045,00000107,false,Rx,1,8,84,00,FE,BD,04,5B,81,9B,
1112939322,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112939334,000003B5,false,Rx,1,8,86,FE,00,08,18,7D,18,00,
1112939610,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112939621,17F0000E,true,Rx,1,8,20,0E,00,00,00,00,00,80,
1112964053,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112964064,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112964319,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112964329,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1112964606,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112964618,000003D6,false,Rx,1,8,0A,00,00,00,00,00,20,00,
1112964894,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112964905,1B000010,true,Rx,1,8,10,00,04,01,29,04,00,00,
1112965182,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112965193,00000040,false,Rx,1,8,C2,83,00,00,80,00,00,00,
1112965471,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112965482,00000107,false,Rx,1,8,84,00,FE,C0,04,5B,FE,9B,
1112965759,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112965769,0000030B,false,Rx,1,8,10,0B,00,76,08,00,74,01,
1112966046,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112966057,000000FD,false,Rx,1,8,BF,EB,3F,80,52,2C,00,00,
1112991481,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112991492,00000101,false,Rx,1,8,3B,0B,82,24,82,25,40,00,
1112991738,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112991749,00000658,false,Rx,1,8,E5,08,04,00,00,00,00,00,
1112992026,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112992037,0000012B,false,Rx,1,8,8C,11,80,10,00,00,00,00,
1112992314,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112992325,000003C7,false,Rx,1,8,14,10,28,00,00,30,80,00,
1112992605,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112992616,0000032A,false,Rx,1,8,7C,07,00,00,00,02,00,00,
1112992890,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112992901,000003EA,false,Rx,1,8,00,00,00,10,86,AB,AE,7B,
1112993178,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112993199,17330C10,true,Rx,1,3,33,12,01,00,00,00,00,00,
1112993466,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1112993477,00000040,false,Rx,1,8,D1,84,00,00,80,00,00,00,
1113018490,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113018501,0000030C,false,Rx,1,8,94,F9,3F,0C,A0,30,00,40,
1113018751,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113018761,0000030B,false,Rx,1,8,10,0C,00,76,08,00,75,01,
1113019038,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113019050,0000031B,false,Rx,1,8,3D,0C,F0,42,00,7C,10,00,
1113019326,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113019337,000006B4,false,Rx,1,8,02,5A,31,39,30,36,39,36,
1113019614,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113019625,00000107,false,Rx,1,8,87,00,FE,C3,04,5A,92,9D,
1113019904,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113019914,0000012B,false,Rx,1,8,28,12,80,10,00,00,00,00,
1113020191,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113020201,17330F10,true,Rx,1,8,43,FE,85,00,00,03,80,00,
1113020478,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113020489,00000107,false,Rx,1,8,87,00,FE,C5,04,5A,1D,9E,
1113045923,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113045934,000003B5,false,Rx,1,8,86,FE,00,08,18,7D,18,00,
1113046170,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113046181,000000FD,false,Rx,1,8,05,EE,3F,80,6E,2C,00,00,
1113046458,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113046469,00000101,false,Rx,1,8,B1,0E,81,24,82,0C,40,00,
1113046746,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113046757,0000032A,false,Rx,1,8,3E,08,00,00,00,02,00,00,
1113047037,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113047048,0000031E,false,Rx,1,8,2D,E5,3F,00,00,00,00,00,
1113047322,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113047334,0000012B,false,Rx,1,8,70,13,80,10,00,00,00,00,
1113047610,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113047621,000003DA,false,Rx,1,8,22,00,00,6E,2C,34,00,00,
1113047898,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113047919,0000031B,false,Rx,1,8,5D,0D,1A,43,00,C6,10,00,
1113073338,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113073349,000003CF,false,Rx,1,8,02,00,0E,00,00,00,60,01,
1113073603,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113073614,000003CE,false,Rx,1,8,02,00,0E,00,00,00,60,00,
1113073891,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113073902,00000583,false,Rx,1,8,00,10,05,00,00,00,54,00,
1113074179,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113074190,0000030C,false,Rx,1,8,38,FA,3F,0C,A0,30,00,40,
1113074476,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113074487,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1113074755,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113074767,000003DC,false,Rx,1,8,E0,00,92,39,00,08,00,00,
1113075043,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113075053,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1113075331,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113075341,000003C7,false,Rx,1,8,FD,10,28,00,00,30,80,00,
1113100767,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113100778,0000032A,false,Rx,1,8,5A,09,00,00,00,02,00,00,
1113100998,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113101009,0000031E,false,Rx,1,8,AA,E6,3F,00,00,00,00,00,
1113101285,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113101296,00000107,false,Rx,1,8,89,00,FE,C5,04,5A,B5,9F,
1113101573,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113101584,00000366,false,Rx,1,8,00,00,00,00,00,00,00,00,
1113101864,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113101875,000000FD,false,Rx,1,8,96,E1,3F,80,7F,2C,00,00,
1113102149,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113102160,00000101,false,Rx,1,8,94,01,82,26,82,18,40,00,
1113102438,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113102450,00000116,false,Rx,1,8,04,00,2D,17,3D,A2,8C,FF,
1113102725,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113102736,0000064E,false,Rx,1,8,00,00,00,00,00,00,00,00,
1113128196,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113128206,00000107,false,Rx,1,8,89,00,FE,C5,04,5A,35,A0,
1113128478,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113128489,000003E5,false,Rx,1,8,3A,10,00,00,00,00,00,00,
1113128768,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113128778,000003D5,false,Rx,1,8,B7,00,00,00,00,00,00,00,
1113129055,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113129065,000000FD,false,Rx,1,8,59,E2,3F,80,7F,2C,00,00,
1113129343,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113129353,00000101,false,Rx,1,8,CF,02,7D,25,82,25,40,00,
1113129631,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113129641,000003DC,false,Rx,1,8,E0,00,84,39,00,08,00,00,
1113129919,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113129929,0000030C,false,Rx,1,8,5C,FB,3F,0C,A0,30,00,40,
1113130207,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113130218,0000031E,false,Rx,1,8,AC,E7,3F,00,00,00,00,00,
1113155624,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113155635,00000324,false,Rx,1,8,62,0B,00,00,00,00,00,00,
1113155898,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113155909,000005F2,false,Rx,1,2,FD,00,00,00,00,00,00,00,
1113156194,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113156204,000003DA,false,Rx,1,8,22,00,00,84,2C,34,00,00,
1113156474,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113156485,000003D6,false,Rx,1,8,0C,00,00,00,00,00,20,00,
1113156765,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113156776,000003D0,false,Rx,1,8,02,00,00,00,00,00,00,00,
1113157051,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113157062,000003D1,false,Rx,1,8,02,00,00,00,00,00,00,00,
1113157338,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113157368,1B000010,true,Rx,1,8,10,00,04,01,29,04,00,00,
1113157626,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113157637,000003DB,false,Rx,1,8,50,10,00,00,06,00,01,A5,
1113182881,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113182892,000003DC,false,Rx,1,8,E0,00,C2,39,00,08,00,00,
1113183164,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113183175,000003EB,false,Rx,1,8,E0,00,00,FE,00,00,00,00,
1113183454,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113183465,00000107,false,Rx,1,8,89,00,FE,C7,04,59,B6,A1,
1113183740,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113183751,000000FD,false,Rx,1,8,1C,E5,3F,80,8A,2C,00,00,
1113184028,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113184039,00000101,false,Rx,1,8,2C,05,7C,23,82,00,40,00,
1113184316,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113184327,00000658,false,Rx,1,8,EC,0C,04,00,00,00,00,00,
1113184604,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113184615,16A95497,true,Rx,1,8,00,60,96,00,00,00,00,00,
1113184892,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113184904,00000107,false,Rx,1,8,8A,00,FE,C7,04,59,35,A2,
1113210310,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113210321,1B000014,true,Rx,1,8,14,00,04,01,01,00,00,00,
1113210559,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113210569,0000012B,false,Rx,1,8,BC,18,80,10,00,00,00,00,
1113210846,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113210857,17332610,true,Rx,1,8,39,83,38,03,20,00,00,00,
1113211136,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113211146,1B00000C,true,Rx,1,8,0C,00,04,01,01,00,04,00,
1113211436,17F00010,true,Rx,0,8,20,10,00,00,00,00,00,80,
1113211447,000000FD,false,Rx,1,8,1E,E6,3F,80,95,2C,00,00,
